lit_num_id,doi,lit_id,first_author,year,journal,n_compounds,n_blocks,total_datapoints
GLOBlit_560,10.1016/j.fluid.2007.08.008,2007-cha-bur-0,"Chafer, A.",2007,Fluid Phase Equilib.,4,10,100
GLOBlit_561,10.1016/j.fluid.2007.08.010,2007-her-gar-0,"Hernandez-Galvan, M. A.[Miguel A.]",2007,Fluid Phase Equilib.,2,3,240
GLOBlit_562,10.1016/j.fluid.2007.08.013,2007-ond-doh-0,"Ondo, D.[Daniel]",2007,Fluid Phase Equilib.,8,22,64
GLOBlit_563,10.1016/j.fluid.2007.08.020,2007-kwa-oh-0,"Kwak, H.-Y.[Hae-Yeon]",2007,Fluid Phase Equilib.,3,16,315
GLOBlit_564,10.1016/j.fluid.2007.09.001,2007-wu-zhu-0,"Wu, Y.-Y.[Yan-Yang]",2007,Fluid Phase Equilib.,4,14,106
GLOBlit_565,10.1016/j.fluid.2007.09.002,2007-bou-bel-0,"Boukais-Belaribi, G.[Ghenima]",2007,Fluid Phase Equilib.,4,8,220
GLOBlit_566,10.1016/j.fluid.2007.09.009,2007-kin-cwi-0,"Kinart, C. M.[Cezary M.]",2007,Fluid Phase Equilib.,5,18,114
GLOBlit_567,10.1016/j.fluid.2007.09.014,2007-lla-mon-2,"Lladosa, E.[Estela]",2007,Fluid Phase Equilib.,3,18,251
GLOBlit_568,10.1016/j.fluid.2007.09.020,2008-li-jin-0,"Li, W.[Wenqing]",2008,Fluid Phase Equilib.,3,4,60
GLOBlit_569,10.1016/j.fluid.2007.09.021,2008-vrb-doh-0,"Vrbka, P.[Pavel]",2008,Fluid Phase Equilib.,7,14,46
GLOBlit_570,10.1016/j.fluid.2007.09.023,2008-abd-pol-0,"Abdulagatov, I. M.[Ilmutdin M.]",2008,Fluid Phase Equilib.,1,6,41
GLOBlit_571,10.1016/j.fluid.2007.09.028,2008-rad-kij-0,"Radovic, I. R.[Ivona R.]",2008,Fluid Phase Equilib.,6,11,670
GLOBlit_572,10.1016/j.fluid.2007.10.004,2008-gha-zol-0,"Ghatee, M. H.[Mohammad Hadi]",2008,Fluid Phase Equilib.,10,10,194
GLOBlit_573,10.1016/j.fluid.2007.10.010,2008-alo-arc-0,"Alonso, L.[Luisa]",2008,Fluid Phase Equilib.,5,13,38
GLOBlit_574,10.1016/j.fluid.2007.10.011,2008-her-del-0,"Hernandez-Fernandez, F. J.[Francisco J.]",2008,Fluid Phase Equilib.,9,32,90
GLOBlit_575,10.1016/j.fluid.2007.10.013,2008-ume-omo-0,"Umecky, T.[Tatsuya]",2008,Fluid Phase Equilib.,5,4,24
GLOBlit_576,10.1016/j.fluid.2007.10.016,2008-psu-wic-0,"Psutka, S.[Stepan]",2008,Fluid Phase Equilib.,3,16,326
GLOBlit_577,10.1016/j.fluid.2007.10.017,2008-rad-lia-0,"Radhamma, M.",2008,Fluid Phase Equilib.,6,17,91
GLOBlit_578,10.1016/j.fluid.2007.11.001,2008-ali--0,"Ali, S. H.[Sami H.]",2008,Fluid Phase Equilib.,5,10,420
GLOBlit_579,10.1016/j.fluid.2007.11.002,2008-red-rao-0,"Reddy, B. S.[B. Sambi]",2008,Fluid Phase Equilib.,5,24,417
GLOBlit_580,10.1016/j.fluid.2007.11.005,2008-mac-sat-1,"Machida, H.[Hiroshi]",2008,Fluid Phase Equilib.,3,3,532
GLOBlit_581,10.1016/j.fluid.2007.11.010,2008-zhu-wu-0,"Zhu, C.[Chunhua]",2008,Fluid Phase Equilib.,2,2,50
GLOBlit_582,10.1016/j.fluid.2007.11.012,2008-saa-oua-0,"Saab, J.[Joseph]",2008,Fluid Phase Equilib.,3,2,26
GLOBlit_583,10.1016/j.fluid.2007.11.014,2008-shi-iwa-0,"Shimoyama, Y.[Yusuke]",2008,Fluid Phase Equilib.,3,4,82
GLOBlit_584,10.1016/j.fluid.2007.11.017,2008-jer-sch-0,"Jerinic, D.[Dalibor]",2008,Fluid Phase Equilib.,2,1,12
GLOBlit_585,10.1016/j.fluid.2007.12.002,2008-hon-ron-0,"Hongkun, Z.[Zhao]",2008,Fluid Phase Equilib.,3,6,68
GLOBlit_586,10.1016/j.fluid.2007.12.003,2008-wu-zhu-0,"Wu, Y.-Y.[Yan-Yang]",2008,Fluid Phase Equilib.,3,9,115
GLOBlit_587,10.1016/j.fluid.2007.12.005,2008-vil-veg-1,"Villamanan, R. M.",2008,Fluid Phase Equilib.,3,7,90
GLOBlit_588,10.1016/j.fluid.2007.12.007,2008-nai--0,"Nain, A. K.[Anil Kumar]",2008,Fluid Phase Equilib.,5,18,492
GLOBlit_589,10.1016/j.fluid.2007.12.008,2008-li-yan-1,"Li, S.[Shengying]",2008,Fluid Phase Equilib.,7,7,368
GLOBlit_590,10.1016/j.fluid.2008.01.004,2008-sad-par-0,"Sadeghi, R.[Rahmat]",2008,Fluid Phase Equilib.,3,8,1020
GLOBlit_591,10.1016/j.fluid.2008.01.007,2008-mad-azn-0,"Maduro, R. M.[Raquel M.]",2008,Fluid Phase Equilib.,6,24,148
GLOBlit_592,10.1016/j.fluid.2008.01.008,2008-che-che-1,"Chen, J. -T.[Jui-Tang]",2008,Fluid Phase Equilib.,6,6,26
GLOBlit_593,10.1016/j.fluid.2008.01.009,2008-wu-zhu-2,"Wu, Y.-Y.[Yan-Yang]",2008,Fluid Phase Equilib.,3,4,92
GLOBlit_594,10.1016/j.fluid.2008.01.010,2008-cha-tor-0,"Chafer, A.",2008,Fluid Phase Equilib.,4,8,80
GLOBlit_595,10.1016/j.fluid.2008.01.014,2008-lon-yan-0,"Long, B.-W.[Bing-Wen]",2008,Fluid Phase Equilib.,4,3,36
GLOBlit_596,10.1016/j.fluid.2008.01.018,2008-gom-fon-0,"Gomis, V.[Vicente]",2008,Fluid Phase Equilib.,3,2,35
GLOBlit_597,10.1016/j.fluid.2008.01.020,2008-pra-kum-0,"Prasad, T. E. V.[T. E. Vittal]",2008,Fluid Phase Equilib.,7,27,154
GLOBlit_598,10.1016/j.fluid.2008.01.024,2008-sen-kha-0,"Sengwa, R. J.",2008,Fluid Phase Equilib.,6,11,86
GLOBlit_599,10.1016/j.fluid.2008.01.028,2008-he-che-0,"He, L. J.",2008,Fluid Phase Equilib.,2,1,80
GLOBlit_600,10.1016/j.fluid.2008.01.030,2008-hai-uus-0,"Haimi, P.[Piia]",2008,Fluid Phase Equilib.,7,13,169
GLOBlit_601,10.1016/j.fluid.2008.02.001,2008-ver-eme-0,"Verevkin, S. P.[Sergey P.]",2008,Fluid Phase Equilib.,11,11,227
GLOBlit_602,10.1016/j.fluid.2008.02.005,2008-pal-gab-3,"Pal, A.[Amalendu]",2008,Fluid Phase Equilib.,5,9,231
GLOBlit_603,10.1016/j.fluid.2008.02.007,2008-hon-qiu-0,"Hongkun, Z.[Zhao]",2008,Fluid Phase Equilib.,3,8,46
GLOBlit_604,10.1016/j.fluid.2008.02.008,2008-alc-apa-0,"Alcalde, R.[Rafael]",2008,Fluid Phase Equilib.,13,50,250
GLOBlit_605,10.1016/j.fluid.2008.02.010,2008-pai-ger-0,"Paiva, A.[Alexandre]",2008,Fluid Phase Equilib.,3,1,37
GLOBlit_606,10.1016/j.fluid.2008.02.013,2008-zha-yan-0,"Zhao, G.[Guoling]",2008,Fluid Phase Equilib.,3,9,48
GLOBlit_607,10.1016/j.fluid.2008.02.014,2008-fil-gul-0,"Filiz, M.[Mehmet]",2008,Fluid Phase Equilib.,6,5,208
GLOBlit_608,10.1016/j.fluid.2008.02.015,2008-sad-goo-1,"Sadeghi, R.[Rahmat]",2008,Fluid Phase Equilib.,4,4,1032
GLOBlit_609,10.1016/j.fluid.2008.02.016,2008-liu-li-1,"Liu, J.[Jun]",2008,Fluid Phase Equilib.,5,23,188
GLOBlit_610,10.1016/j.fluid.2008.02.018,2008-dra-bar-0,"Dragoescu, D.[Dana]",2008,Fluid Phase Equilib.,4,15,145
GLOBlit_611,10.1016/j.fluid.2008.02.021,2008-abb-gme-0,"Abbas, R.[Rima]",2008,Fluid Phase Equilib.,10,23,323
GLOBlit_612,10.1016/j.fluid.2008.02.023,2008-agu-tre-0,"Aguila-Hernandez, J.[Jacinto]",2008,Fluid Phase Equilib.,5,19,303
GLOBlit_613,10.1016/j.fluid.2008.03.002,2008-san-gme-0,"Sanz, M. T.[Maria Teresa]",2008,Fluid Phase Equilib.,5,8,129
GLOBlit_614,10.1016/j.fluid.2008.03.004,2008-gon-igl-1,"Gonzalez-Olmos, R.",2008,Fluid Phase Equilib.,5,22,2490
GLOBlit_615,10.1016/j.fluid.2008.03.009,2008-abd-saf-0,"Abdulagatov, I. M.",2008,Fluid Phase Equilib.,1,1,54
GLOBlit_616,10.1016/j.fluid.2008.03.011,2008-lie-neb-0,"Liebert, V.[Vincent]",2008,Fluid Phase Equilib.,11,15,109
GLOBlit_617,10.1016/j.fluid.2008.03.012,2008-gao-li-1,"Gao, H.[Hui]",2008,Fluid Phase Equilib.,5,5,319
GLOBlit_618,10.1016/j.fluid.2008.03.013,2008-ver-tok-0,"Verevkin, S. P.[Sergey P.]",2008,Fluid Phase Equilib.,4,5,91
GLOBlit_619,10.1016/j.fluid.2008.03.015,2008-ami-bou-0,"Amireche-Ziar, F.[Faouzia]",2008,Fluid Phase Equilib.,4,7,311
GLOBlit_620,10.1016/j.fluid.2008.03.020,2008-pra-nat-0,"Prasad, T. E. V.[T. E. Vittal]",2008,Fluid Phase Equilib.,5,19,79
GLOBlit_621,10.1016/j.fluid.2008.04.002,2008-mad-val-0,"Madania, H.[Hakim]",2008,Fluid Phase Equilib.,2,4,185
GLOBlit_622,10.1016/j.fluid.2008.04.003,2008-let-ili-0,"Le Tourneux, D.[David]",2008,Fluid Phase Equilib.,4,4,146
GLOBlit_623,10.1016/j.fluid.2008.04.010,2008-hwa-par-0,"Hwang, I.-C.[In-Chan]",2008,Fluid Phase Equilib.,8,15,74
GLOBlit_624,10.1016/j.fluid.2008.04.011,2008-var-veg-0,"Varanda, F. R.[Fatima R.]",2008,Fluid Phase Equilib.,4,3,21
GLOBlit_625,10.1016/j.fluid.2008.04.014,2008-ozm--0,"Ozmen, D.[Dilek]",2008,Fluid Phase Equilib.,6,25,81
GLOBlit_626,10.1016/j.fluid.2008.04.016,2008-nes-nes-0,"Nesterov, I. A.[Igor A.]",2008,Fluid Phase Equilib.,4,5,149
GLOBlit_627,10.1016/j.fluid.2008.04.021,2008-duc-tin-0,"Duce, C.[Celia]",2008,Fluid Phase Equilib.,6,22,238
GLOBlit_628,10.1016/j.fluid.2008.04.022,2008-che-hon-0,"Chen, Q.[Qi]",2008,Fluid Phase Equilib.,2,1,117
GLOBlit_629,10.1016/j.fluid.2008.05.001,2008-mar-fit-0,"Marriott, R. A.[Robert A.]",2008,Fluid Phase Equilib.,2,1,34
GLOBlit_630,10.1016/j.fluid.2008.05.002,2008-nai-ram-0,"Naidoo, P.[Paramespri]",2008,Fluid Phase Equilib.,5,6,202
GLOBlit_631,10.1016/j.fluid.2008.05.008,2008-fer-pin-0,"Ferreira, L. A.[Luisa A.]",2008,Fluid Phase Equilib.,7,30,176
GLOBlit_632,10.1016/j.fluid.2008.05.010,2008-shi-kim-1,"Shin, M. S.[Moon Sam]",2008,Fluid Phase Equilib.,3,2,38
GLOBlit_633,10.1016/j.fluid.2008.06.003,2008-per-rod-2,"Pereiro, A. B.",2008,Fluid Phase Equilib.,5,13,54
GLOBlit_634,10.1016/j.fluid.2008.06.004,2008-mar-lla-0,"Martinez, N. F.[Nelson F.]",2008,Fluid Phase Equilib.,4,18,302
GLOBlit_635,10.1016/j.fluid.2008.06.006,2008-mej-seg-1,"Mejia, A.[Andres]",2008,Fluid Phase Equilib.,3,23,290
GLOBlit_636,10.1016/j.fluid.2008.06.007,2008-bon-bay-0,"Boned, C.",2008,Fluid Phase Equilib.,1,1,180
GLOBlit_637,10.1016/j.fluid.2008.06.011,2008-mat-ceb-0,"Mato, M. M.[Marta M.]",2008,Fluid Phase Equilib.,3,2,61
GLOBlit_638,10.1016/j.fluid.2008.06.012,2008-alo-arc-4,"Alonso, L.[Luisa]",2008,Fluid Phase Equilib.,6,16,57
GLOBlit_639,10.1016/j.fluid.2008.06.014,2008-men-zhe-1,"Meng, X.[Xianyang]",2008,Fluid Phase Equilib.,1,2,140
GLOBlit_640,10.1016/j.fluid.2008.06.016,2008-bai-kav-0,"Baidakov, V. G.",2008,Fluid Phase Equilib.,2,3,74
GLOBlit_641,10.1016/j.fluid.2008.06.017,2008-vyh-mus-0,"Vyhmeister, E.[Eduardo]",2008,Fluid Phase Equilib.,5,16,272
GLOBlit_642,10.1016/j.fluid.2008.06.019,2008-hwa-par-1,"Hwang, I.-C.[In-Chan]",2008,Fluid Phase Equilib.,3,12,296
GLOBlit_643,10.1016/j.fluid.2008.06.020,2008-sec-fer-0,"Secuianu, C.[Catinca]",2008,Fluid Phase Equilib.,2,8,262
GLOBlit_644,10.1016/j.fluid.2008.06.022,2008-ram-neu-0,"Ramsauer, B.",2008,Fluid Phase Equilib.,6,11,254
GLOBlit_645,10.1016/j.fluid.2008.07.001,2008-cha-lla-0,"Chafer, A.",2008,Fluid Phase Equilib.,4,10,65
GLOBlit_646,10.1016/j.fluid.2008.07.003,2008-cha-sal-0,"Chaudhari, S. K.",2008,Fluid Phase Equilib.,2,2,96
GLOBlit_647,10.1016/j.fluid.2008.07.004,2008-hsi-ji-0,"Hsieh, C.-T.[Cheng-Ting]",2008,Fluid Phase Equilib.,5,20,106
GLOBlit_648,10.1016/j.fluid.2008.07.006,2008-won-sor-0,"Wong, C.-L.[Chun-Li]",2008,Fluid Phase Equilib.,7,16,200
GLOBlit_649,10.1016/j.fluid.2008.07.007,2008-yun-im-1,"Yun, Y.[Yongju]",2008,Fluid Phase Equilib.,2,4,178
GLOBlit_650,10.1016/j.fluid.2008.07.012,2008-hua-fen-0,"Huang, Z.[Zhen]",2008,Fluid Phase Equilib.,3,4,36
GLOBlit_651,10.1016/j.fluid.2008.07.016,2008-shi-lee-1,"Shin, M. S.[Moon Sam]",2008,Fluid Phase Equilib.,2,1,24
GLOBlit_652,10.1016/j.fluid.2008.07.018,2008-pra-red-0,"Prasad, T. E. V.[T. E. Vittal]",2008,Fluid Phase Equilib.,6,22,107
GLOBlit_653,10.1016/j.fluid.2008.08.001,2008-zhu-xu-0,"Zhu, R.[Rongjiao]",2008,Fluid Phase Equilib.,2,4,42
GLOBlit_654,10.1016/j.fluid.2008.08.004,2008-usl-gok-0,"Uslu, H.[Hasan]",2008,Fluid Phase Equilib.,5,18,77
GLOBlit_655,10.1016/j.fluid.2008.08.007,2008-sun-wei-0,"Sun, S.-G.[Shu-Guang]",2008,Fluid Phase Equilib.,2,2,12
GLOBlit_656,10.1016/j.fluid.2008.08.010,2008-coq-val-0,"Coquelet, C.",2008,Fluid Phase Equilib.,2,2,124
GLOBlit_657,10.1016/j.fluid.2008.08.012,2008-mej-seg-2,"Mejia, A.[Andres]",2008,Fluid Phase Equilib.,3,20,218
GLOBlit_658,10.1016/j.fluid.2008.08.015,2008-shi-gao-0,"Shi, D.[Dequan]",2008,Fluid Phase Equilib.,2,6,6
GLOBlit_659,10.1016/j.fluid.2008.09.004,2008-gar-tro-0,"Garcia-Miaja, G.[Gonzalo]",2008,Fluid Phase Equilib.,8,35,915
GLOBlit_660,10.1016/j.fluid.2008.09.005,2008-kim-hwa-0,"Kim, H.-D.[Hyeon-Deok]",2008,Fluid Phase Equilib.,3,21,375
GLOBlit_661,10.1016/j.fluid.2008.09.008,2009-per-awa-0,"Pereda, S.[Selva]",2009,Fluid Phase Equilib.,4,3,12
GLOBlit_662,10.1016/j.fluid.2008.09.009,2009-che-che-0,"Chen, Y.-P.[Yan-Ping]",2009,Fluid Phase Equilib.,4,3,63
GLOBlit_663,10.1016/j.fluid.2008.09.010,2009-pen-pin-0,"Peng, Y.[Yong]",2009,Fluid Phase Equilib.,4,11,127
GLOBlit_664,10.1016/j.fluid.2008.09.011,2009-zap-vil-0,"Zapata, R. B.[Rolando Barrera]",2009,Fluid Phase Equilib.,4,12,13
GLOBlit_665,10.1016/j.fluid.2008.09.018,2009-huo-xia-0,"Huo, Y.[Yan]",2009,Fluid Phase Equilib.,6,5,198
GLOBlit_666,10.1016/j.fluid.2008.09.019,2009-tha-sun-0,"Thamanavat, K.[Kanrakot]",2009,Fluid Phase Equilib.,2,2,15
GLOBlit_667,10.1016/j.fluid.2008.09.022,2009-gur-rib-0,"Gurova, A. N.[Anelia N.]",2009,Fluid Phase Equilib.,1,1,126
GLOBlit_668,10.1016/j.fluid.2008.09.026,2009-lee-jan-0,"Lee, Y.[Yongjin]",2009,Fluid Phase Equilib.,3,7,159
GLOBlit_669,10.1016/j.fluid.2008.10.003,2009-nav-tro-0,"Navia, P.[Paloma]",2009,Fluid Phase Equilib.,2,2,560
GLOBlit_670,10.1016/j.fluid.2008.10.008,2009-let-ram-0,"Letcher, T. M.[Trevor M.]",2009,Fluid Phase Equilib.,20,38,152
GLOBlit_671,10.1016/j.fluid.2008.10.016,2009-wan-dan-0,"Wang, Z.[Zhanzhong]",2009,Fluid Phase Equilib.,3,2,54
GLOBlit_672,10.1016/j.fluid.2008.11.001,2009-oh-hwa-0,"Oh, J.-H.[Jong-Hyeok]",2009,Fluid Phase Equilib.,3,15,211
GLOBlit_673,10.1016/j.fluid.2008.11.005,2009-wei-che-0,"Wei, D.[Dongwei]",2009,Fluid Phase Equilib.,8,9,90
GLOBlit_674,10.1016/j.fluid.2008.11.006,2009-sug-oga-0,"Sugiura, T.[Takuya]",2009,Fluid Phase Equilib.,10,29,110
GLOBlit_675,10.1016/j.fluid.2008.11.011,2009-fed-per-0,"Fedele, L.[Laura]",2009,Fluid Phase Equilib.,2,1,56
GLOBlit_676,10.1016/j.fluid.2008.11.012,2009-mar-lla-0,"Martinez, N. F.[Nelson F.]",2009,Fluid Phase Equilib.,3,17,273
GLOBlit_677,10.1016/j.fluid.2008.11.013,2009-neb-lie-0,"Nebig, S.[Silke]",2009,Fluid Phase Equilib.,14,33,242
GLOBlit_678,10.1016/j.fluid.2008.11.014,2009-gha-gha-1,"Ghanadzadeh, H.",2009,Fluid Phase Equilib.,3,7,31
GLOBlit_679,10.1016/j.fluid.2008.11.016,2009-san-nos-0,"Sanjari, S.[Samaneh]",2009,Fluid Phase Equilib.,5,3,144
GLOBlit_680,10.1016/j.fluid.2008.12.001,2009-cou-soo-0,"Courtial, X.[Xavier]",2009,Fluid Phase Equilib.,2,2,120
GLOBlit_681,10.1016/j.fluid.2008.12.007,2009-mar-auc-0,"Marrufo, B.[Beatriz]",2009,Fluid Phase Equilib.,4,12,628
GLOBlit_682,10.1016/j.fluid.2009.01.004,2009-tou-haf-0,"Toumi, A.",2009,Fluid Phase Equilib.,2,1,66
GLOBlit_683,10.1016/j.fluid.2009.01.006,2009-ye-lin-0,"Ye, C.-s.[Chang-shen]",2009,Fluid Phase Equilib.,2,2,28
GLOBlit_684,10.1016/j.fluid.2009.01.010,2009-gin-mon-0,"Giner, I.[Ignacio]",2009,Fluid Phase Equilib.,5,29,267
GLOBlit_685,10.1016/j.fluid.2009.01.011,2009-dom-red-0,"Domanska-Zelazna, U.[Urzula]",2009,Fluid Phase Equilib.,33,32,245
GLOBlit_686,10.1016/j.fluid.2009.01.012,2009-dom-pad-0,"Domanska, U.[Urszula]",2009,Fluid Phase Equilib.,8,8,71
GLOBlit_687,10.1016/j.fluid.2009.01.016,2009-ber-pav-0,"Bernatova, S.[Svatoslava]",2009,Fluid Phase Equilib.,3,9,370
GLOBlit_688,10.1016/j.fluid.2009.02.001,2009-vec-tom-0,"Vecchio, S.[Stefano]",2009,Fluid Phase Equilib.,3,12,266
GLOBlit_689,10.1016/j.fluid.2009.02.007,2009-she-mou-3,"Shekaari, H.[Hemayat]",2009,Fluid Phase Equilib.,4,3,216
GLOBlit_690,10.1016/j.fluid.2009.02.010,2009-sap-uus-0,"Sapei, E.[Erlin]",2009,Fluid Phase Equilib.,6,15,138
GLOBlit_691,10.1016/j.fluid.2009.02.011,2009-wan-li-1,"Wang, J.[Junfeng]",2009,Fluid Phase Equilib.,9,11,75
GLOBlit_692,10.1016/j.fluid.2009.03.002,2009-roy-pra-0,"Roy, M. N.[Mahendra Nath]",2009,Fluid Phase Equilib.,5,9,579
GLOBlit_693,10.1016/j.fluid.2009.03.006,2009-nti-cha-0,"Nti-Gyabaah, J.",2009,Fluid Phase Equilib.,16,17,152
GLOBlit_694,10.1016/j.fluid.2009.03.008,2009-xie-wan-0,"Xie, Q.[Qiang]",2009,Fluid Phase Equilib.,4,7,138
GLOBlit_695,10.1016/j.fluid.2009.03.011,2009-oli-tel-0,"Oliveira, M. B.",2009,Fluid Phase Equilib.,7,6,126
GLOBlit_696,10.1016/j.fluid.2009.03.012,2009-lee-che-0,"Lee, K.-J.[Kun-Jung]",2009,Fluid Phase Equilib.,4,12,266
GLOBlit_697,10.1016/j.fluid.2009.03.017,2009-qiu-li-0,"Qiu, T.[Ting]",2009,Fluid Phase Equilib.,3,5,37
GLOBlit_698,10.1016/j.fluid.2009.03.024,2009-gom-peq-0,"Gomis, V.[Vicente]",2009,Fluid Phase Equilib.,3,2,26
GLOBlit_699,10.1016/j.fluid.2009.03.026,2009-hwa-lee-0,"Hwang, I.-C.[In-Chan]",2009,Fluid Phase Equilib.,3,7,273
GLOBlit_700,10.1016/j.fluid.2009.04.006,2009-raz-haj-0,"Razzouk, A.[Antonio]",2009,Fluid Phase Equilib.,4,4,32
GLOBlit_701,10.1016/j.fluid.2009.04.007,2009-ali-alr-0,"Ali, S. H.[Sami H.]",2009,Fluid Phase Equilib.,6,12,228
GLOBlit_702,10.1016/j.fluid.2009.04.008,2009-rui-naj-0,"Ruiz-Rodriguez, A.[Alejandro]",2009,Fluid Phase Equilib.,3,11,38
GLOBlit_703,10.1016/j.fluid.2009.04.009,2009-raj-res-0,"Raj, A. M. E.",2009,Fluid Phase Equilib.,2,1,30
GLOBlit_704,10.1016/j.fluid.2009.04.010,2009-yua-wu-0,"Yuan, G.[Gang]",2009,Fluid Phase Equilib.,3,1,30
GLOBlit_705,10.1016/j.fluid.2009.04.015,2009-eli-gar-0,"Eliosa-Jimenez, G.[Gaudencio]",2009,Fluid Phase Equilib.,2,4,161
GLOBlit_706,10.1016/j.fluid.2009.04.017,2009-usl-gok-0,"Uslu, H.[Hasan]",2009,Fluid Phase Equilib.,5,21,70
GLOBlit_707,10.1016/j.fluid.2009.04.019,2009-che-che-1,"Chen, Y.-M.[Yen-Ming]",2009,Fluid Phase Equilib.,4,3,63
GLOBlit_708,10.1016/j.fluid.2009.04.020,2009-bog-szu-0,"Bogel-Lukasik, E.[Ewa]",2009,Fluid Phase Equilib.,3,3,28
GLOBlit_709,10.1016/j.fluid.2009.04.021,2009-klo-sou-1,"Klomfar, J.[Jaroslav]",2009,Fluid Phase Equilib.,3,4,58
GLOBlit_710,10.1016/j.fluid.2009.05.005,2009-ber-doh-0,"Bernauer, M.[Milan]",2009,Fluid Phase Equilib.,4,4,13
GLOBlit_711,10.1016/j.fluid.2009.05.006,2009-gar-fer-1,"Garcia, J.[Julian]",2009,Fluid Phase Equilib.,3,1,24
GLOBlit_712,10.1016/j.fluid.2009.05.007,2009-bah-neb-0,"Bahlmann, M.[Matthias]",2009,Fluid Phase Equilib.,11,17,69
GLOBlit_713,10.1016/j.fluid.2009.05.009,2009-yue-zhu-0,"Yue, Q.[Qun]",2009,Fluid Phase Equilib.,2,6,134
GLOBlit_714,10.1016/j.fluid.2009.05.018,2009-gon-cao-0,"Gong, X.-Y.[Xiao-Yan]",2009,Fluid Phase Equilib.,2,1,27
GLOBlit_715,10.1016/j.fluid.2009.06.002,2009-xin-sha-0,"Xing, Y.[Yan]",2009,Fluid Phase Equilib.,2,7,184
GLOBlit_716,10.1016/j.fluid.2009.06.008,2009-zhu-liu-2,"Zhuo, K.[Kelei]",2009,Fluid Phase Equilib.,3,3,378
GLOBlit_717,10.1016/j.fluid.2009.06.010,2009-shi-abe-0,"Shimoyama, Y.[Yusuke]",2009,Fluid Phase Equilib.,3,4,55
GLOBlit_718,10.1016/j.fluid.2009.06.013,2009-win-kra-0,"Winkelman, J. G. M.",2009,Fluid Phase Equilib.,4,3,19
GLOBlit_719,10.1016/j.fluid.2009.06.015,2009-agu-ala-1,"Aguilar, F.[Fernando]",2009,Fluid Phase Equilib.,3,8,178
GLOBlit_720,10.1016/j.fluid.2009.06.018,2009-sen-kim-0,"Sen, D.[Dipak]",2009,Fluid Phase Equilib.,6,27,296
GLOBlit_721,10.1016/j.fluid.2009.07.002,2009-wan-sor-0,"Wang, M.-H.[Ming-Hung]",2009,Fluid Phase Equilib.,5,9,105
GLOBlit_722,10.1016/j.fluid.2009.07.004,2009-ols-mor-0,"Olson, J. D.[James D.]",2009,Fluid Phase Equilib.,4,4,4
GLOBlit_723,10.1016/j.fluid.2009.07.007,2009-ren-scu-0,"Ren, W.[Wei]",2009,Fluid Phase Equilib.,4,12,76
GLOBlit_724,10.1016/j.fluid.2009.07.009,2009-sen-san-0,"Sengwa, R. J.",2009,Fluid Phase Equilib.,7,7,7
GLOBlit_725,10.1016/j.fluid.2009.07.010,2009-ril-pic-0,"Rilo, E.",2009,Fluid Phase Equilib.,6,26,200
GLOBlit_726,10.1016/j.fluid.2009.07.011,2009-hon-xia-0,"Hongkun, Z.[Zhao]",2009,Fluid Phase Equilib.,3,4,58
GLOBlit_727,10.1016/j.fluid.2009.07.013,2009-aho-ort-0,"Ahosseini, A.[Azita]",2009,Fluid Phase Equilib.,4,4,67
GLOBlit_728,10.1016/j.fluid.2009.07.016,2009-hua-fen-0,"Huang, Z.[Zhen]",2009,Fluid Phase Equilib.,3,4,64
GLOBlit_729,10.1016/j.fluid.2009.07.020,2009-jon-ano-0,"Jones, J.[Jennifer]",2009,Fluid Phase Equilib.,5,19,79
GLOBlit_730,10.1016/j.fluid.2009.08.007,2009-soo-ahm-0,"Soo, C.-B.[Chien-Bin]",2009,Fluid Phase Equilib.,2,4,136
GLOBlit_731,10.1016/j.fluid.2009.08.010,2009-mar-pha-0,"Martin, A.[Angel]",2009,Fluid Phase Equilib.,2,2,10
GLOBlit_732,10.1016/j.fluid.2009.08.011,2009-she-mou-4,"Shekaari, H.[Hemayat]",2009,Fluid Phase Equilib.,6,5,253
GLOBlit_733,10.1016/j.fluid.2009.08.016,2009-che-su-0,"Chen, W.[Wei]",2009,Fluid Phase Equilib.,4,4,102
GLOBlit_734,10.1016/j.fluid.2009.08.017,2009-dom-mar-2,"Domanska, U.[Urszula]",2009,Fluid Phase Equilib.,37,70,540
GLOBlit_735,10.1016/j.fluid.2009.08.023,2010-fen-xu-0,"Feng, X.-J.[Xiao-Juan]",2010,Fluid Phase Equilib.,3,3,316
GLOBlit_736,10.1016/j.fluid.2009.09.005,2009-bi-zha-1,"Bi, S.[Shengshan]",2009,Fluid Phase Equilib.,3,3,63
GLOBlit_737,10.1016/j.fluid.2009.09.008,2010-hou-dua-0,"Hou, S.-X.[Shu-Xin]",2010,Fluid Phase Equilib.,3,9,229
GLOBlit_738,10.1016/j.fluid.2009.09.013,2009-wei-che-6,"Wei, D.[Dongwei]",2009,Fluid Phase Equilib.,2,3,14
GLOBlit_739,10.1016/j.fluid.2009.09.015,2010-and-arc-0,"Andreatta, A. E.",2010,Fluid Phase Equilib.,3,32,741
GLOBlit_740,10.1016/j.fluid.2009.09.019,2010-sev--0,"Sevgili, L. M.[Lutfullah Muhammed]",2010,Fluid Phase Equilib.,5,19,67
GLOBlit_741,10.1016/j.fluid.2009.09.024,2010-che-lee-0,"Chen, W.-K.[Wei-Kuan]",2010,Fluid Phase Equilib.,6,30,363
